source_id,source_name,author,title,description,human_label,text,url,publishedAt,content,category,vader_compound,vader_label,vader_conf,bert_label,bert_conf,vader_score,bert_score
the-verge,The Verge,Jay Peters,PUBG maker Krafton is turning into an ‘AI first’ developer,"Krafton, the company behind games such as PUBG: Battlegrounds and the Sims-like InZOI, is making a big push into using AI within the company. Under this new “AI First” strategy, Krafton plans to use agentic AI to help automate work and implement an “AI-cenete…",positive,"PUBG maker Krafton is turning into an ‘AI first’ developer — Krafton, the company behind games such as PUBG: Battlegrounds and the Sims-like InZOI, is making a big push into using AI within the company. Under this new “AI First” strategy, Krafton plans to use agentic AI to help automate work and implement an “AI-cenete…",https://www.theverge.com/news/805509/krafton-pubg-ai-first-developer-agentic-gpu-cluster,2025-10-23 18:06:43+00:00,"<ul><li></li><li></li><li></li></ul>
Its planning to spend nearly $70 million on a GPU cluster to support its efforts.
Its planning to spend nearly $70 million on a GPU cluster to support its effor… [+2358 chars]",Tech,0.2732,positive,0.2732,positive,0.8939496279,1,1
the-verge,The Verge,Tom Warren,Microsoft is moving GitHub over to Azure servers,"Microsoft acquired GitHub in 2018 for $7.5 billion, in a move that was nervously received by the developer community at the time. The company has mostly remained independent at Microsoft since then, but the resignation of former CEO Thomas Dohmke less than tw…",positive,"Microsoft is moving GitHub over to Azure servers — Microsoft acquired GitHub in 2018 for $7.5 billion, in a move that was nervously received by the developer community at the time. The company has mostly remained independent at Microsoft since then, but the resignation of former CEO Thomas Dohmke less than tw…",https://www.theverge.com/tech/796119/microsoft-github-azure-migration-move-notepad,2025-10-08 15:51:24+00:00,"<ul><li></li><li></li><li></li></ul>
Its the first major change to GitHub since losing its CEO.
Its the first major change to GitHub since losing its CEO.
by
Tom WarrenClose
Tom Warren
Posts fr… [+10436 chars]",Tech,-0.4767,negative,0.4767,negative,0.9930709004,-1,-1
the-verge,The Verge,Jess Weatherbed,Adobe Max 2025: all the latest creative tools and AI announcements,"Adobe has kicked off its annual Max design conference, where it’ll be giving us a first glimpse at the latest updates coming to its Creative Cloud apps and Firefly AI models. The creative software giant is launching new generative AI tools that make digital v…",positive,"Adobe Max 2025: all the latest creative tools and AI announcements — Adobe has kicked off its annual Max design conference, where it’ll be giving us a first glimpse at the latest updates coming to its Creative Cloud apps and Firefly AI models. The creative software giant is launching new generative AI tools that make digital v…",https://www.theverge.com/news/807867/adobe-max-2025-all-the-latest-announcements,2025-10-28 13:16:17+00:00,"Adobe has kicked off its annual Max design conference, where itll be giving us a first glimpse at the latest updates coming to its Creative Cloud apps and Firefly AI models. The creative software gia… [+4629 chars]",Tech,0.8779,positive,0.8779,positive,0.9981155396,1,1
the-verge,The Verge,Joanna Stern,Rivian CEO: ‘We’re really convicted’ about skipping CarPlay,"Hello, and welcome to Decoder! My guest today is Rivian CEO RJ Scaringe, and I’m very excited to be talking to him on my show today. And when I say my show… I mean Nilay Patel’s show. This is my final episode filling in for Nilay while he’s out on parental le…",neutral,"Rivian CEO: ‘We’re really convicted’ about skipping CarPlay — Hello, and welcome to Decoder! My guest today is Rivian CEO RJ Scaringe, and I’m very excited to be talking to him on my show today. And when I say my show… I mean Nilay Patel’s show. This is my final episode filling in for Nilay while he’s out on parental le…",https://www.theverge.com/podcast/790685/rivian-ceo-rj-scaringe-r2-tariffs-china-ev-apple-carplay,2025-10-06 13:14:38+00:00,"<ul><li></li><li></li><li></li></ul>
Rivian CEO: Were really convicted about skipping CarPlay
RJ Scaringe on not politicizing his companys brand and dealing with tariffs, China, and the road to for… [+46489 chars]",Tech,0.7171,positive,0.7171,positive,0.992399931,1,1
the-verge,The Verge,Andrew J. Hawkins,Microsoft AI announces first image generator created in-house,"Microsoft AI just announced its first text-to-image generator, MAI-Image-1, designed and developed in-house. The tech giant, which recently announced its first in-house developed AI models, called the new image generator “the next step on our journey.” Micros…",positive,"Microsoft AI announces first image generator created in-house — Microsoft AI just announced its first text-to-image generator, MAI-Image-1, designed and developed in-house. The tech giant, which recently announced its first in-house developed AI models, called the new image generator “the next step on our journey.” Micros…",https://www.theverge.com/news/798923/microsoft-ai-image-generator-in-house,2025-10-13 21:24:05+00:00,"<ul><li></li><li></li><li></li></ul>
The model has already secured a spot in the top 10 of LMArena.
The model has already secured a spot in the top 10 of LMArena.
by
Andrew J. HawkinsClose
Andre… [+2316 chars]",Tech,0.25,positive,0.25,positive,0.9174761176,1,1
the-verge,The Verge,Tom Warren,"Meet Mico, Microsoft’s AI version of Clippy","It’s been nearly 30 years since Microsoft’s Office assistant, Clippy, first graced our screens as an annoying paperclip. After the Groucho-browed interruptions of Clippy came to an end in 2001 with Office XP, Microsoft tried to revive the spirit of an assista…",positive,"Meet Mico, Microsoft’s AI version of Clippy — It’s been nearly 30 years since Microsoft’s Office assistant, Clippy, first graced our screens as an annoying paperclip. After the Groucho-browed interruptions of Clippy came to an end in 2001 with Office XP, Microsoft tried to revive the spirit of an assista…",https://www.theverge.com/news/804106/microsoft-mico-copilot-ai-assistant-clippy,2025-10-23 16:00:35+00:00,"<ul><li></li><li></li><li></li></ul>
Copilot now has its own virtual character for its voice mode.
Copilot now has its own virtual character for its voice mode.
by
Tom WarrenClose
Tom Warren
Po… [+3938 chars]",Tech,0.4466,positive,0.4466,negative,0.9976201653,1,-1
the-verge,The Verge,Alex Heath,Tales from the AI hiring frenzy,"This is an excerpt of Sources by Alex Heath, a newsletter about AI and the tech industry, syndicated just for The Verge subscribers once a week. The billboard didn't say ""Listen Labs."" It didn't say anything about hiring. It consisted of just a plain white ba…",positive,"Tales from the AI hiring frenzy — This is an excerpt of Sources by Alex Heath, a newsletter about AI and the tech industry, syndicated just for The Verge subscribers once a week. The billboard didn't say ""Listen Labs."" It didn't say anything about hiring. It consisted of just a plain white ba…",https://www.theverge.com/column/791572/ai-hiring-frenzy-startup-challenges,2025-10-03 19:18:43+00:00,"<ul><li></li><li></li><li></li></ul>
If youre not OpenAI or Anthropic, hiring is more challenging than ever.
If youre not OpenAI or Anthropic, hiring is more challenging than ever.
by
Alex HeathC… [+5253 chars]",Tech,-0.3182,negative,0.3182,negative,0.995603323,-1,-1
the-verge,The Verge,Tom Warren,Copilot on Windows can now create Office documents and connect to Gmail,"Microsoft is updating its Copilot app on Windows to allow it to create documents from a chat session and connect to Gmail and Outlook accounts. The updated Copilot app is rolling out initially to all Windows Insiders, ahead of a general release to all Windows…",positive,"Copilot on Windows can now create Office documents and connect to Gmail — Microsoft is updating its Copilot app on Windows to allow it to create documents from a chat session and connect to Gmail and Outlook accounts. The updated Copilot app is rolling out initially to all Windows Insiders, ahead of a general release to all Windows…",https://www.theverge.com/news/798098/microsoft-copilot-windows-create-documents-outlook-gmail-connection,2025-10-10 09:47:59+00:00,"<ul><li></li><li></li><li></li></ul>
You can create Word, Excel, and PowerPoint files from the Copilot chat interface.
You can create Word, Excel, and PowerPoint files from the Copilot chat interfa… [+2668 chars]",Tech,0.6249,positive,0.6249,negative,0.9907700419,1,-1
the-verge,The Verge,Victoria Song,Samsung Galaxy XR hands-on: It’s like a cheaper Apple Vision Pro and launches today,"Watching the first few minutes of KPop Demon Hunters on Samsung's Galaxy XR headset, I think Apple's Vision Pro might be cooked. It's not because the Galaxy XR - which Samsung formerly teased as Project Moohan - is that much better than the Vision Pro. It's t…",neutral,"Samsung Galaxy XR hands-on: It’s like a cheaper Apple Vision Pro and launches today — Watching the first few minutes of KPop Demon Hunters on Samsung's Galaxy XR headset, I think Apple's Vision Pro might be cooked. It's not because the Galaxy XR - which Samsung formerly teased as Project Moohan - is that much better than the Vision Pro. It's t…",https://www.theverge.com/tech/802299/samsung-galaxy-xr-hands-on-price-release-date,2025-10-21 20:50:50+00:00,"<ul><li></li><li></li><li></li></ul>
At $1,799 and with an impressive subscription bundle, Samsung is aggressively taking shots at the Vision Pro.
by
Victoria SongClose
Victoria Song
Senior Revi… [+8053 chars]",Tech,0.802,positive,0.802,negative,0.942034483,1,-1
the-verge,The Verge,Andrew J. Hawkins,Tesla’s Cybercab may have a steering wheel after all,"Tesla’s Cybercab isn’t scheduled to go into production until 2026, but when it does, it may end up stuck with a vestige of the automotive past: a steering wheel. To be sure, we still use steering wheels. But the Tesla Cybercab was meant to be the first vehicl…",positive,"Tesla’s Cybercab may have a steering wheel after all — Tesla’s Cybercab isn’t scheduled to go into production until 2026, but when it does, it may end up stuck with a vestige of the automotive past: a steering wheel. To be sure, we still use steering wheels. But the Tesla Cybercab was meant to be the first vehicl…",https://www.theverge.com/news/809056/tesla-cybercab-steering-wheel-denholm,2025-10-29 15:36:22+00:00,"<ul><li></li><li></li><li></li></ul>
What does it need? A good steering wheel that doesnt fly off when youre driving.
What does it need? A good steering wheel that doesnt fly off when youre driving… [+4329 chars]",Tech,0.1154,positive,0.1154,negative,0.9991038442,1,-1
the-verge,The Verge,David Pierce,"Maybe it’s real, maybe it’s Sora","Big week for OpenAI! The company is running basically every tech industry playbook, all at the same time, and it actually seems to be working. The company is adding apps to ChatGPT, in an effort to turn the chatbot into something more like an operating system…",positive,"Maybe it’s real, maybe it’s Sora — Big week for OpenAI! The company is running basically every tech industry playbook, all at the same time, and it actually seems to be working. The company is adding apps to ChatGPT, in an effort to turn the chatbot into something more like an operating system…",https://www.theverge.com/podcast/798173/openai-sora-chatgpt-apps-vergecast,2025-10-10 13:44:15+00:00,"<ul><li></li><li></li><li></li></ul>
On The Vergecast: ChatGPT apps, TikTok clones, AI wearables, and everything else OpenAI is up to.
On The Vergecast: ChatGPT apps, TikTok clones, AI wearables, a… [+2951 chars]",Tech,0.474,positive,0.474,positive,0.9931846261,1,1
the-verge,The Verge,Robert Hart,OpenAI suspends MLK deepfakes on Sora after ‘disrespectful’ videos,OpenAI said on Thursday night that it has “paused” deepfakes of Martin Luther King Jr. on its social app Sora after users created “disrespectful” AI-generated videos of the late civil rights leader. It said representatives or estates of other historical figur…,negative,OpenAI suspends MLK deepfakes on Sora after ‘disrespectful’ videos — OpenAI said on Thursday night that it has “paused” deepfakes of Martin Luther King Jr. on its social app Sora after users created “disrespectful” AI-generated videos of the late civil rights leader. It said representatives or estates of other historical figur…,https://www.theverge.com/news/801539/open-ai-sora-mlk,2025-10-17 14:28:39+00:00,"<ul><li></li><li></li><li></li></ul>
OpenAI now says that estates and representatives for public figures can opt out of Sora videos.
OpenAI now says that estates and representatives for public figu… [+3012 chars]",Tech,0.25,positive,0.25,negative,0.999537468,1,-1
the-verge,The Verge,Hayden Field,OpenAI wasn’t expecting Sora’s copyright drama,"When OpenAI released its new AI-generated video app Sora last week, it launched with an opt-out policy for copyright holders - media companies would need to expressly indicate they didn't want their AI-generated characters running rampant on the app. But afte…",negative,"OpenAI wasn’t expecting Sora’s copyright drama — When OpenAI released its new AI-generated video app Sora last week, it launched with an opt-out policy for copyright holders - media companies would need to expressly indicate they didn't want their AI-generated characters running rampant on the app. But afte…",https://www.theverge.com/ai-artificial-intelligence/795171/openai-devday-sam-altman-sora-launch-copyright,2025-10-08 01:30:34+00:00,"<ul><li></li><li></li><li></li></ul>
And it didnt realize people might not want their deepfakes to say offensive things.
And it didnt realize people might not want their deepfakes to say offensive … [+9340 chars]",Tech,0.0359,neutral,0.0359,negative,0.995757997,0,-1
the-verge,The Verge,Jess Weatherbed,Canva’s new ‘Creative Operating System’ is actually a marketing workspace,"Canva is introducing new digital marketing and video-editing tools, built around what the company is calling a “world-first” design-focused AI model. These launches are part of an overhaul to the design platforms Visual Suite workplace products, which Canva d…",positive,"Canva’s new ‘Creative Operating System’ is actually a marketing workspace — Canva is introducing new digital marketing and video-editing tools, built around what the company is calling a “world-first” design-focused AI model. These launches are part of an overhaul to the design platforms Visual Suite workplace products, which Canva d…",https://www.theverge.com/news/810414/canva-creative-operating-system-ai-launch,2025-10-30 17:59:26+00:00,"<ul><li></li><li></li><li></li></ul>
The platform has a new design-focused AI model and end-to-end marketing features.
The platform has a new design-focused AI model and end-to-end marketing featur… [+3779 chars]",Tech,0,neutral,0,positive,0.9891970754,0,1
wired,Wired,Christopher Beam,"The Future of AI Filmmaking Is a Parody of the Apocalypse, Made by a Guy Named Josh","Behold Neural Viz, the first great cinematic universe of the AI era.",positive,"The Future of AI Filmmaking Is a Parody of the Apocalypse, Made by a Guy Named Josh — Behold Neural Viz, the first great cinematic universe of the AI era.",https://www.wired.com/story/the-future-of-ai-media-parody-of-the-apocalypse-guy-named-josh/,2025-10-07 10:00:00+00:00,"The AI kept getting things wrong. In one shot, Tiggy looked inexplicably jacked. In another, his back was too dry. When the filmmaker told one piece of software to give the back of Tiggys head frog-l… [+1974 chars]",Tech,0.6249,positive,0.6249,positive,0.9905833006,1,1
wired,Wired,WIRED Staff,Claude Goes to Therapy,"Who better to put Claude on the couch than the original “chatterbot” herself, Doctor Eliza?",positive,"Claude Goes to Therapy — Who better to put Claude on the couch than the original “chatterbot” herself, Doctor Eliza?",https://www.wired.com/story/ai-mother-eliza-claude-therapy/,2025-10-27 10:00:00+00:00,"Created in 1966, Eliza has been called the first chatbot, and her canonical personality script was DOCTOR, a mock psychotherapist. Nearly 60 years later, weve put Doctor Eliza and one of her distant … [+2708 chars]",Tech,0.6369,positive,0.6369,negative,0.998816371,1,-1
wired,Wired,Will Knight,AI’s Next Frontier? An Algorithm for Consciousness,Some of the world’s most interesting thinkers about thinking think they might’ve cracked machine sentience. And I think they might be onto something.,positive,AI’s Next Frontier? An Algorithm for Consciousness — Some of the world’s most interesting thinkers about thinking think they might’ve cracked machine sentience. And I think they might be onto something.,https://www.wired.com/story/ai-sentient-consciousness-algorithm/,2025-10-27 10:00:00+00:00,"As a journalist who covers AI, I hear from countless people who seem utterly convinced that ChatGPT, Claude, or some other chatbot has achieved sentience. Or consciousness. Ormy personal favoritea mi… [+4598 chars]",Tech,0.4576,positive,0.4576,positive,0.6040816903,1,1
wired,Wired,Anthony Lydgate,Divorced? With Kids? And an Impossible Ex? There’s AI for That,They didn’t want to put their children in the middle—so they put a machine there instead.,positive,Divorced? With Kids? And an Impossible Ex? There’s AI for That — They didn’t want to put their children in the middle—so they put a machine there instead.,https://www.wired.com/story/ai-emotional-spellcheck-difficult-people/,2025-10-27 10:00:00+00:00,"Sol Kennedy used to ask his assistant to read the messages his ex-wife sent him. After the couple separated in 2020, Kennedy says, he found their communications tough. An email, or a stream of them, … [+3311 chars]",Tech,0.212,positive,0.212,negative,0.9990839958,1,-1
wired,Wired,Brian Merchant,AI Is the Bubble to Burst Them All,I talked to the scholars who literally wrote the book on tech bubbles—and applied their test.,positive,AI Is the Bubble to Burst Them All — I talked to the scholars who literally wrote the book on tech bubbles—and applied their test.,https://www.wired.com/story/ai-bubble-will-burst/,2025-10-27 10:00:00+00:00,"In the nearly three years since AI took center stage in Silicon Valley, the major players, with the exception of Nvidia, whose chips would likely still be in use post-bust, still havent demonstrated … [+3675 chars]",Tech,0,neutral,0,positive,0.5686423779,0,1
wired,Wired,Tommy Craggs,Ed Zitron Gets Paid to Love AI. He Also Gets Paid to Hate AI,"He’s one of the loudest voices of the AI haters—even as he does PR for AI companies. Either way, Ed Zitron has your attention.",positive,"Ed Zitron Gets Paid to Love AI. He Also Gets Paid to Hate AI — He’s one of the loudest voices of the AI haters—even as he does PR for AI companies. Either way, Ed Zitron has your attention.",https://www.wired.com/story/ai-pr-ed-zitron-profile/,2025-10-27 10:00:00+00:00,"In his day job, Ed Zitron runs a boutique public relations firm called EZPR. This might surprise anyone who has come to know Zitron through his podcast or his social media or the newsletter in which … [+4536 chars]",Tech,0.128,positive,0.128,positive,0.9830744863,1,1
wired,Wired,Sofia Barnett,AI Is Changing What High School STEM Students Study,"A degree in computer science used to promise a cozy career in tech. Now, students’ ambitions are shaped by AI, in fields that blend computing with analysis, interpretation, and data.",positive,"AI Is Changing What High School STEM Students Study — A degree in computer science used to promise a cozy career in tech. Now, students’ ambitions are shaped by AI, in fields that blend computing with analysis, interpretation, and data.",https://www.wired.com/story/stem-high-school-students-artficial-intelligence/,2025-10-20 09:30:00+00:00,"In the early 2010s, nearly every STEM-savvy college-bound kid heard the same advice: Learn to code. Python was the new Latin. Computer science was the ticket to a stable, well-paid, future-proof life… [+2555 chars]",Tech,0.3182,positive,0.3182,positive,0.9957928658,1,1
wired,Wired,Lauren Goode,AI Is Not God,"In recent times, there have been two techno-religious awakenings. Here comes the third?",negative,"AI Is Not God — In recent times, there have been two techno-religious awakenings. Here comes the third?",https://www.wired.com/story/ai-religion-new-church-find-god/,2025-10-27 10:00:00+00:00,"To be human is to yearn for a Sky Daddy. Something that explains the unexplainable, someone to blame. No wonder, then, that in the ZIRP-fueled 2010s, when a new gospel of creation was being spread, s… [+3577 chars]",Tech,-0.2057,negative,0.2057,negative,0.9894410372,-1,-1
wired,Wired,Will Knight,The AI Industry's Scaling Obsession Is Headed for a Cliff,Huge AI infrastructure deals assume that algorithms will keep improving with scale. They may not.,negative,The AI Industry's Scaling Obsession Is Headed for a Cliff — Huge AI infrastructure deals assume that algorithms will keep improving with scale. They may not.,https://www.wired.com/story/the-ai-industrys-scaling-obsession-is-headed-for-a-cliff/,2025-10-15 18:00:00+00:00,A new study from MIT suggests the biggest and most computationally intensive AI models may soon offer diminishing returns compared to smaller models. By mapping scaling laws against continued improve… [+2478 chars],Tech,0.4019,positive,0.4019,negative,0.9987848401,1,-1
wired,Wired,Will Knight,Rise of the Killer Chatbots,"On an airstrip somewhere in Texas, a swarm of killer jets approaches—controlled by, of all things, a large language model.",negative,"Rise of the Killer Chatbots — On an airstrip somewhere in Texas, a swarm of killer jets approaches—controlled by, of all things, a large language model.",https://www.wired.com/story/ai-weapon-anduril-llms-drones/,2025-10-27 10:00:00+00:00,At a secret US military base located about 50 miles from the Mexican borderexact location: classifiedthe defense contractor Anduril is testing a remarkable new use for a large language model. I atten… [+5096 chars],Tech,-0.8625,negative,0.8625,positive,0.9855620861,-1,1
wired,Wired,Will Knight,This Startup Wants to Spark a US DeepSeek Moment,"With the US falling behind on open source models, one startup has a bold idea for democratizing AI: let anyone run reinforcement learning.",positive,"This Startup Wants to Spark a US DeepSeek Moment — With the US falling behind on open source models, one startup has a bold idea for democratizing AI: let anyone run reinforcement learning.",https://www.wired.com/story/prime-intellect-startup-us-deepseek-moment/,2025-10-08 18:30:00+00:00,"Ever since DeepSeek burst onto the scene in January, momentum has grown around open source Chinese artificial intelligence models. Some researchers are pushing for an even more open approach to build… [+1926 chars]",Tech,0.4404,positive,0.4404,positive,0.9444193244,1,1
wired,Wired,Jacob Roach,Adobe MAX 2025: All the Top Announcements for Adobe’s Creative Suite,"At Adobe’s annual MAX conference, the company also teased a ChatGPT integration and a new AI assistant in Photoshop.",positive,"Adobe MAX 2025: All the Top Announcements for Adobe’s Creative Suite — At Adobe’s annual MAX conference, the company also teased a ChatGPT integration and a new AI assistant in Photoshop.",https://www.wired.com/story/adobe-max-2025-firefly-photoshop-updates/,2025-10-28 12:00:00+00:00,"Generate Speech is the first time Adobe has added text-to-speech capabilities to Firefly, leveraging its own Firefly models, as well as models from ElevenLabs. At launch, Adobe says itll support 15 l… [+1614 chars]",Tech,0.3612,positive,0.3612,positive,0.9475520253,1,1
wired,Wired,Katie Drummond,The Worst Thing About AI Is That People Can’t Shut Up About It,A plea from WIRED’s top boss: Say less.,negative,The Worst Thing About AI Is That People Can’t Shut Up About It — A plea from WIRED’s top boss: Say less.,https://www.wired.com/story/ai-journalism-worst-thing-about-ai/,2025-10-27 10:00:00+00:00,"I tried to get out of this assignment so many times, in so many different ways.
Not every package needs an editors letter, I told them. I was very busy recording a new podcast, getting ready to spea… [+6169 chars]",Tech,-0.5106,negative,0.5106,negative,0.9996474981,-1,-1
wired,Wired,Sandra Upson,"How to Build an AI Startup: Go Big, Be Strange, Embrace Probable Doom",Thousands of entrepreneurs are trying to rebuild the economy around AI. I set out to see how they’re actually doing it.,positive,"How to Build an AI Startup: Go Big, Be Strange, Embrace Probable Doom — Thousands of entrepreneurs are trying to rebuild the economy around AI. I set out to see how they’re actually doing it.",https://www.wired.com/story/ai-startup-interview-founders/,2025-10-27 10:00:00+00:00,"Earth, its said, is home to more than 10,000 AI startups. Theyre more abundant than cheetahs. They outnumber dawn redwoods. The figure is a guess, of coursestartups come, startups go. But last year, … [+3498 chars]",Tech,-0.296,negative,0.296,positive,0.9973328114,-1,1
wired,Wired,Steven Levy,Can AI Avoid the Enshittification Trap?,Cory Doctorow’s theory of “enshittification” explains how tech platforms rot from within. As AI grows more profitable—and powerful—it risks the same fate.,negative,Can AI Avoid the Enshittification Trap? — Cory Doctorow’s theory of “enshittification” explains how tech platforms rot from within. As AI grows more profitable—and powerful—it risks the same fate.,https://www.wired.com/story/can-ai-escape-enshittification-trap/,2025-10-17 15:00:00+00:00,"I recently vacationed in Italy. As one does these days, I ran my itinerary past GPT-5 for sightseeing suggestions and restaurant recommendations. The bot reported that the top choice for dinner near … [+4039 chars]",Tech,-0.7063,negative,0.7063,negative,0.9988234639,-1,-1
wired,Wired,Paul Ford,The Argument for Letting AI Burn It All Down,"When the AI bubble bursts, the nerds will do their best work.",positive,"The Argument for Letting AI Burn It All Down — When the AI bubble bursts, the nerds will do their best work.",https://www.wired.com/story/ai-normal-after-ai-plateaus/,2025-10-27 10:00:00+00:00,"Suddenly, and not long ago, our dearest tech industry leaders began to suggest caution. Sam Altman said that AI is in a bubble for sure, albeit one formed around a kernel of truth. Mark Zuckerberg sa… [+3018 chars]",Tech,0.4019,positive,0.4019,positive,0.9968513846,1,1
wired,Wired,"Ashley Belanger, Ars Technica",Meta Claims Downloaded Porn at Center of AI Lawsuit Was for ‘Personal Use’,"In a motion to dismiss filed earlier this week, Meta denied claims that employees had downloaded pornography from Strike 3 Holdings to train its artificial intelligence models.",negative,"Meta Claims Downloaded Porn at Center of AI Lawsuit Was for ‘Personal Use’ — In a motion to dismiss filed earlier this week, Meta denied claims that employees had downloaded pornography from Strike 3 Holdings to train its artificial intelligence models.",https://www.wired.com/story/meta-claims-downloaded-porn-at-center-of-ai-lawsuit-was-for-personal-use/,2025-10-31 18:34:14+00:00,"This week, Meta asked a US district court to toss a lawsuit alleging that the tech giant illegally torrented pornography to train AI.
The move comes after Strike 3 Holdings discovered illegal downlo… [+2286 chars]",Tech,-0.296,negative,0.296,negative,0.9954693317,-1,-1
wired,Wired,Zeyi Yang,How ByteDance Made China’s Most Popular AI Chatbot,"An AI chatbot developed by TikTok's parent company, ByteDance, is now more popular than DeepSeek. The feat proves that user-friendly design often matters more than having the most advanced AI model.",positive,"How ByteDance Made China’s Most Popular AI Chatbot — An AI chatbot developed by TikTok's parent company, ByteDance, is now more popular than DeepSeek. The feat proves that user-friendly design often matters more than having the most advanced AI model.",https://www.wired.com/story/bytedance-doubao-chatbot-popularity/,2025-10-16 16:07:50+00:00,"When Chinese AI startup DeepSeek became a global sensation in January, it not only shocked Silicon Valley but also startled ByteDance, TikToks parent company. The Chinese tech giant had already launc… [+2672 chars]",Tech,0.8215,positive,0.8215,positive,0.9994290471,1,1
wired,Wired,WIRED,AI of a Thousand Faces,"What happens now that AI is everywhere and in everything? WIRED can’t tell the future, but we can try to make sense of it. Behold: 17 readings from the furthest reaches of the AI age.",positive,"AI of a Thousand Faces — What happens now that AI is everywhere and in everything? WIRED can’t tell the future, but we can try to make sense of it. Behold: 17 readings from the furthest reaches of the AI age.",https://www.wired.com/ai-issue/,2025-10-27 10:00:00+00:00,"Hundreds of millions of people use it. Trillions of dollars fuel it. In 2025, the conversation around AI turned from what it could be to what it is: Large language models are now everywhere, in our s… [+441 chars]",Tech,0.0772,positive,0.0772,negative,0.984026432,1,-1
wired,Wired,Steven Levy,Why AI Breaks Bad,"Once in a while, LLMs turn evil—and no one quite knows why.",negative,"Why AI Breaks Bad — Once in a while, LLMs turn evil—and no one quite knows why.",https://www.wired.com/story/ai-black-box-interpretability-problem/,2025-10-27 10:00:00+00:00,"Still, the models are improving much faster than the efforts to understand them. And the Anthropic team admits that as AI agents proliferate, the theoretical criminality of the lab grows ever closer … [+2929 chars]",Tech,-0.6908,negative,0.6908,negative,0.9997761846,-1,-1
wired,Wired,Luke Larsen,All Windows 11 PCs Will Get These Advanced Copilot AI Features,"All Windows 11 users will soon be able to talk to the Copilot AI assistant more easily via voice, and Copilot Vision can understand the context of your screen.",positive,"All Windows 11 PCs Will Get These Advanced Copilot AI Features — All Windows 11 users will soon be able to talk to the Copilot AI assistant more easily via voice, and Copilot Vision can understand the context of your screen.",https://www.wired.com/story/microsoft-is-rewriting-windows-11-around-ai/,2025-10-16 13:00:00+00:00,"Microsoft saved its most powerful AI tools for paying customers in the first phase of its AI evolution. Now, the company has announced a series of Copilot features coming to all Windows 11 PCs, inclu… [+1765 chars]",Tech,0.6901,positive,0.6901,positive,0.9768363833,1,1
wired,Wired,Sheon Han,AI and the End of Accents,I sound Korean—because I am Korean. Can AI make me sound American?,positive,AI and the End of Accents — I sound Korean—because I am Korean. Can AI make me sound American?,https://www.wired.com/story/ai-americanizer-end-accents/,2025-10-27 10:00:00+00:00,"It all began, as these things often do, with an Instagram ad. No one tells you this if youre an immigrant, but accent discrimination is a real thing, said a woman in the video. Her own accent is fain… [+3518 chars]",Tech,0,neutral,0,negative,0.9963808656,0,-1
wired,Wired,Luke Larsen,Best Windows Laptops (2025): WIRED-Tested Laptops to Buy,"If you can’t upgrade to Windows 11 with a simple software update, these are the best Windows 11 laptops to buy right now.",positive,"Best Windows Laptops (2025): WIRED-Tested Laptops to Buy — If you can’t upgrade to Windows 11 with a simple software update, these are the best Windows 11 laptops to buy right now.",https://www.wired.com/gallery/best-windows-laptops/,2025-10-13 12:00:00+00:00,"You'll want to read our extensive guide on How to Choose the Right Laptop, but for the basics, you'll want to decide what category of laptop you need. Most people should buy a 13-inch or 14-inch lapt… [+3054 chars]",Tech,0.8555,positive,0.8555,positive,0.9995527864,1,1
wired,Wired,Reece Rogers,Elon Musk's Grokipedia Pushes Far-Right Talking Points,The new AI-powered Wikipedia competitor falsely claims that pornography worsened the AIDS epidemic and that social media may be fueling a rise in transgender people.,negative,Elon Musk's Grokipedia Pushes Far-Right Talking Points — The new AI-powered Wikipedia competitor falsely claims that pornography worsened the AIDS epidemic and that social media may be fueling a rise in transgender people.,https://www.wired.com/story/elon-musk-launches-grokipedia-wikipedia-competitor/,2025-10-28 01:22:37+00:00,"On Monday, Elon Musks xAI startup launched Grokipedia, which the billionaire is pitching as an AI-generated alternative to the crowdsourced encyclopedia Wikipedia. Musk first announced the project in… [+2490 chars]",Tech,-0.4404,negative,0.4404,negative,0.6956376433,-1,-1
wired,Wired,"Jason Kehe, Zoë Schiffer",AI Will Kill the Smartphone—and Maybe the Screen Entirely,"Screens might feel necessary. They’re not. If done right, the AI revolution will free us from their merciless tyranny.",positive,"AI Will Kill the Smartphone—and Maybe the Screen Entirely — Screens might feel necessary. They’re not. If done right, the AI revolution will free us from their merciless tyranny.",https://www.wired.com/story/ai-kill-phone-screen/,2025-10-27 10:00:00+00:00,"You wake up.You do not check your phone. Instead, you activate various wearables embedded in your body and have a series of conversations with inanimate objects. You make Minority Reportstyle gesture… [+5094 chars]",Tech,-0.34,negative,0.34,negative,0.9959738851,-1,-1
